                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241208"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters                             log_star_age                             log_center_T                           log_center_Rho                             log_center_P                                Pc_scaled 
                                       1                                      453                  1.0000000000000001E-005                 -4.9999999999999991E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.1262888669898069E-004                  9.9995710012817007E-001                  2.0342438784344056E-002                  5.9900640080304867E-003                  1.7261501728389169E-003                  9.9995710012817007E-001                  2.0342438784344056E-002                  5.9900640080304867E-003                  1.7261501728389169E-003                 -2.1593400011430578E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593400011430578E+001                 -2.1593400011430578E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5938941732726475E+000                  3.9121502969683903E+000                  2.2909399628033977E+000                  7.5927768868828061E-001                  2.3054372840885014E-002                  8.6573223736832450E+000                 -4.9763231554088394E+000                  5.4773576652473297E+000                  6.0693832834614680E-001                  8.6500461153878883E-001                  1.2568937182848368E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930774E-003                  4.6902638225747705E-003                  1.7234416803930774E-003                  4.6902638225747697E-003                  5.8399999999999945E+000                  2.0797786461381351E+000                                        0                                        5                 -4.9999999999999991E+000                  5.4773576652473297E+000                 -4.9763231554088394E+000                  8.6573223736832450E+000                  9.1869789221000875E-001 
                                       2                                      454                  2.1999999999999999E-005                 -4.9208187539523749E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.1150887989336449E-004                  9.9995710012817007E-001                  2.0342276401961897E-002                  5.9900640080305396E-003                  1.7261498412612473E-003                  9.9995710012817007E-001                  2.0342276401961897E-002                  5.9900640080305396E-003                  1.7261498412612473E-003                 -2.1593399669367546E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593399669367546E+001                 -2.1593399669367546E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5938808411400878E+000                  3.9120968868860895E+000                  2.2909399220273663E+000                  7.5927777024034360E-001                 -5.1889044309988037E-003                  8.6573224404022611E+000                 -4.9763231061127771E+000                  5.4773576825462884E+000                  6.0693832833777472E-001                  8.6500461153878883E-001                  1.2568937182848365E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930776E-003                  4.6902638225747705E-003                  1.7234416803930772E-003                  4.6902638225747697E-003                  5.8399999999999981E+000                  2.0797786461381356E+000                                        0                                        5                 -4.6575773191777934E+000                  5.4773576825462884E+000                 -4.9763231061127771E+000                  8.6573224404022611E+000                  9.1869768831888976E-001 
                                       4                                      454                  5.3680000000000008E-005                 -4.7624562618571247E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.0853828864649398E-004                  9.9995710012817007E-001                  2.0341882818778786E-002                  5.9900640080307642E-003                  2.4139367226744610E-004                  9.9995710012817007E-001                  2.0341882818778786E-002                  5.9900640080307642E-003                  2.4139367226744610E-004                 -2.1593398762983348E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593398762983348E+001                 -2.1593398762983348E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5938446191273656E+000                  3.9119517802911221E+000                  2.2909398127553264E+000                  7.5927798878442376E-001                 -5.1312020738190764E-003                  8.6573226165968560E+000                 -4.9763229766258181E+000                  5.4773577288146855E+000                  6.0693832831526384E-001                  8.6500461153878860E-001                  1.2568937182848368E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930774E-003                  4.6902638225747705E-003                  1.7234416803930776E-003                  4.6902638225747697E-003                  5.8399999999999954E+000                  2.0797786461381351E+000                                        0                                        3                 -4.2701874928390637E+000                  5.4773577288146855E+000                 -4.9763229766258181E+000                  8.6573226165968560E+000                  9.1869713643013173E-001 
                                       6                                      454                  9.9299200000000013E-005                 -4.6040937697618753E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.0422754863663152E-004                  9.9995710012817007E-001                  2.0341392447413946E-002                  5.9900640080310973E-003                  2.4141686470786279E-004                  9.9995710012817007E-001                  2.0341392447413946E-002                  5.9900640080310973E-003                  2.4141686470786279E-004                 -2.1593397455637572E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593397455637572E+001                 -2.1593397455637572E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5937927939353953E+000                  3.9117442325563991E+000                  2.2909396892719056E+000                  7.5927823575126474E-001                 -3.7736066763707473E-003                  8.6573228696253448E+000                 -4.9763227919720920E+000                  5.4773577963500912E+000                  6.0693832828218752E-001                  8.6500461153878883E-001                  1.2568937182848368E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930776E-003                  4.6902638225747705E-003                  1.7234416803930774E-003                  4.6902638225747697E-003                  5.8399999999999972E+000                  2.0797786461381351E+000                                        0                                        2                 -4.0030542503665023E+000                  5.4773577963500912E+000                 -4.9763227919720920E+000                  8.6573228696253448E+000                  9.1869662682464537E-001 
                                       8                                      454                  1.6499084799999998E-004                 -4.4457312776666260E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  3.9795856970113378E-004                  9.9995710012817007E-001                  2.0340810976456250E-002                  5.9900640080313193E-003                  2.4145201540578300E-004                  9.9995710012817007E-001                  2.0340810976456250E-002                  5.9900640080313193E-003                  2.4145201540578300E-004                 -2.1593395572352883E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593395572352883E+001                 -2.1593395572352883E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5937203995646598E+000                  3.9114544797506881E+000                  2.2909396016105212E+000                  7.5927841107403371E-001                 -1.4509502236398175E-003                  8.6573232322082667E+000                 -4.9763225295289484E+000                  5.4773578949402140E+000                  6.0693832823354465E-001                  8.6500461153878883E-001                  1.2568937182848365E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930776E-003                  4.6902638225747705E-003                  1.7234416803930776E-003                  4.6902638225747697E-003                  5.8399999999999972E+000                  2.0797786461381347E+000                                        0                                        2                 -3.7825401453214456E+000                  5.4773578949402140E+000                 -4.9763225295289484E+000                  8.6573232322082667E+000                  9.1869665207671414E-001 
                                      10                                      455                  2.5958682111999997E-004                 -4.2873687855713758E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  3.8882710087154024E-004                  9.9995710012817007E-001                  2.0340161872472697E-002                  5.9900640080314304E-003                  2.4150607213158329E-004                  9.9995710012817007E-001                  2.0340161872472697E-002                  5.9900640080314304E-003                  2.4150607213158329E-004                 -2.1593392861649381E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593392861649381E+001                 -2.1593392861649381E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5936214632995309E+000                  3.9110588504304804E+000                  2.2909396594806752E+000                  7.5927829533372615E-001                  1.6066840783951456E-003                  8.6573237506954079E+000                 -4.9763221580720494E+000                  5.4773580391392356E+000                  6.0693832816177617E-001                  8.6500461153878860E-001                  1.2568937182848365E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930774E-003                  4.6902638225747705E-003                  1.7234416803930774E-003                  4.6902638225747697E-003                  5.8399999999999954E+000                  2.0797786461381347E+000                                        0                                        2                 -3.5857173598691521E+000                  5.4773580391392356E+000                 -4.9763221580720494E+000                  8.6573237506954079E+000                  9.1869823854279065E-001 
                                      12                                      455                  3.9580502241279986E-004                 -4.1290062934761265E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  3.7554319303752151E-004                  9.9995710012817007E-001                  2.0339486132051301E-002                  5.9900640080315414E-003                  2.4159127295793738E-004                  9.9995710012817007E-001                  2.0339486132051301E-002                  5.9900640080315414E-003                  2.4159127295793738E-004                 -2.1593388964913274E+001                 -9.8999999999999986E+001                 -3.7327719462333661E+001                 -2.1593388964913274E+001                 -2.1593388964913274E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5934904216987533E+000                  3.9105356331309138E+000                  2.2909401340324473E+000                  7.5927734623018217E-001                  6.5385878466048663E-003                  8.6573244901543305E+000                 -4.9763216351025994E+000                  5.4773582504996110E+000                  6.0693832805550241E-001                  8.6500461153878860E-001                  1.2568937182848368E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930779E-003                  4.6902638225747705E-003                  1.7234416803930774E-003                  4.6902638225747697E-003                  5.8399999999999954E+000                  2.0797786461381347E+000                                        0                                        2                 -3.4025186992849381E+000                  5.4773582504996110E+000                 -4.9763216351025994E+000                  8.6573244901543305E+000                  9.1870381822795499E-001 
                                      14                                      455                  5.9195923227443176E-004                 -3.9706438013808771E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  3.5644670442230652E-004                  9.9995710012817007E-001                  2.0338833729560902E-002                  5.9900640080317608E-003                  2.4172988966021471E-004                  9.9995710012817007E-001                  2.0338833729560902E-002                  5.9900640080317608E-003                  2.4172988966021471E-004                 -2.1593383377209221E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593383377209221E+001                 -2.1593383377209221E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5933266342147623E+000                  3.9098834123579138E+000                  2.2909415986139305E+000                  7.5927441706721577E-001                  1.2937417358426538E-002                  8.6573255406963554E+000                 -4.9763209037151386E+000                  5.4773585605065582E+000                  6.0693832789783742E-001                  8.6500461153878883E-001                  1.2568937182848365E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930776E-003                  4.6902638225747705E-003                  1.7234416803930774E-003                  4.6902638225747697E-003                  5.8399999999999981E+000                  2.0797786461381351E+000                                        0                                        2                 -3.2277082017363892E+000                  5.4773585605065582E+000                 -4.9763209037151386E+000                  8.6573255406963554E+000                  9.1871843332007008E-001 
                                      16                                      455                  8.7442129447518177E-004                 -3.8122813092856274E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  3.3045867043271482E-004                  9.9995710012817007E-001                  2.0338248831553354E-002                  5.9900640080319855E-003                  2.4196448141461992E-004                  9.9995710012817007E-001                  2.0338248831553354E-002                  5.9900640080319855E-003                  2.4196448141461992E-004                 -2.1593375376417008E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593375376417008E+001                 -2.1593375376417008E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5931336736385950E+000                  3.9091184912386905E+000                  2.2909450592066514E+000                  7.5926749588177367E-001                  2.0510491226599623E-002                  8.6573270282562653E+000                 -4.9763198868691001E+000                  5.4773590152502383E+000                  6.0693832766374922E-001                  8.6500461153878883E-001                  1.2568937182848368E+000                  7.2999999999999998E-001                  2.5997233076726683E-001                  1.7234416803930776E-003                  4.6902638225747705E-003                  1.7234416803930772E-003                  4.6902638225747697E-003                  5.8399999999999954E+000                  2.0797786461381347E+000                                        0                                        2                 -3.0582792747083327E+000                  5.4773590152502383E+000                 -4.9763198868691001E+000                  8.6573270282562653E+000                  9.1875086324760025E-001 
