                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20241208"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters                             log_star_age                             log_center_T                           log_center_Rho                             log_center_P                                Pc_scaled 
                                       1                                      454                  1.0000000000000001E-005                 -4.9999999999999991E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.4734626783902607E-004                  9.9996242585006589E-001                  2.2397292109582165E-002                  7.4660772504867631E-003                  1.7213445481152341E-003                  9.9996242585006589E-001                  2.2397292109582165E-002                  7.4660772504867631E-003                  1.7213445481152341E-003                 -2.1651241218449623E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651241218449623E+001                 -2.1651241218449623E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5733756952095077E+000                  3.8516782340903943E+000                  2.3017408874906784E+000                  7.3767583931371983E-001                  3.6628131975640243E-002                  8.6240006905075965E+000                 -5.0004309258266693E+000                  5.4773303188506555E+000                  6.2227017884436719E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860902E-003                  9.3805276451495410E-003                  3.4468833607861557E-003                  9.3805276451495445E-003                  5.5999999999999970E+000                  2.2397616189179907E+000                                        0                                        5                 -4.9999999999999991E+000                  5.4773303188506555E+000                 -5.0004309258266693E+000                  8.6240006905075965E+000                  9.3984175439598472E-001 
                                       2                                      454                  2.1999999999999999E-005                 -4.9208187539523749E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.4649344303406371E-004                  9.9996242585006589E-001                  2.2397290334981834E-002                  7.4660772504869261E-003                  1.7213445744429089E-003                  9.9996242585006589E-001                  2.2397290334981834E-002                  7.4660772504869261E-003                  1.7213445744429089E-003                 -2.1651240882659426E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651240882659426E+001                 -2.1651240882659426E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5733643213770625E+000                  3.8516329066661013E+000                  2.3017409714434227E+000                  7.3767567140823076E-001                  1.1464618113776722E-002                  8.6240007611999285E+000                 -5.0004308735917755E+000                  5.4773303371632789E+000                  6.2227017882578728E-001                  8.5000496627254196E-001                  1.2966429887659310E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860902E-003                  9.3805276451495428E-003                  3.4468833607861548E-003                  9.3805276451495428E-003                  5.5999999999999970E+000                  2.2397616189179912E+000                                        0                                        5                 -4.6575773191777934E+000                  5.4773303371632789E+000                 -5.0004308735917755E+000                  8.6240007611999285E+000                  9.3984263409623181E-001 
                                       4                                      454                  5.3680000000000008E-005                 -4.7624562618571247E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.4422582948241306E-004                  9.9996242585006589E-001                  2.2397285687414302E-002                  7.4660772504871516E-003                  1.7213446418200373E-003                  9.9996242585006589E-001                  2.2397285687414302E-002                  7.4660772504871516E-003                  1.7213446418200373E-003                 -2.1651239992559919E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651239992559919E+001                 -2.1651239992559919E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5733337264573195E+000                  3.8515109709316158E+000                  2.3017411934156660E+000                  7.3767522746374503E-001                  1.1748048516611622E-002                  8.6240009477670636E+000                 -5.0004307363492515E+000                  5.4773303860003919E+000                  6.2227017877603419E-001                  8.5000496627254207E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860902E-003                  9.3805276451495428E-003                  3.4468833607861557E-003                  9.3805276451495445E-003                  5.5999999999999979E+000                  2.2397616189179907E+000                                        0                                        5                 -4.2701874928390637E+000                  5.4773303860003919E+000                 -5.0004307363492515E+000                  8.6240009477670636E+000                  9.3984495929479872E-001 
                                       6                                      454                  9.9299200000000013E-005                 -4.6040937697618753E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.4091982896643370E-004                  9.9996242585006589E-001                  2.2397279086783718E-002                  7.4660772504872592E-003                  1.7213447334114165E-003                  9.9996242585006589E-001                  2.2397279086783718E-002                  7.4660772504872592E-003                  1.7213447334114165E-003                 -2.1651238710261335E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651238710261335E+001                 -2.1651238710261335E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5732907425887745E+000                  3.8513397823575897E+000                  2.3017415668657413E+000                  7.3767448056359342E-001                  1.3993378244246247E-002                  8.6240012150350225E+000                 -5.0004305408786571E+000                  5.4773304569039896E+000                  6.2227017870342949E-001                  8.5000496627254207E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860902E-003                  9.3805276451495428E-003                  3.4468833607861557E-003                  9.3805276451495428E-003                  5.5999999999999979E+000                  2.2397616189179916E+000                                        0                                        5                 -4.0030542503665023E+000                  5.4773304569039896E+000                 -5.0004305408786571E+000                  8.6240012150350225E+000                  9.3984877038278603E-001 
                                       8                                      454                  1.6499084799999998E-004                 -4.4457312776666260E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.3607711623248657E-004                  9.9996242585006589E-001                  2.2397269762098434E-002                  7.4660772504875957E-003                  1.7213448540137368E-003                  9.9996242585006589E-001                  2.2397269762098434E-002                  7.4660772504875957E-003                  1.7213448540137368E-003                 -2.1651236865708412E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651236865708412E+001                 -2.1651236865708412E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5732318548248752E+000                  3.8511055594758652E+000                  2.3017422309526796E+000                  7.3767315238971731E-001                  1.7419162189992149E-002                  8.6240015967051207E+000                 -5.0004302637093030E+000                  5.4773305597896798E+000                  6.2227017859743883E-001                  8.5000496627254207E-001                  1.2966429887659310E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860898E-003                  9.3805276451495428E-003                  3.4468833607861553E-003                  9.3805276451495428E-003                  5.5999999999999970E+000                  2.2397616189179907E+000                                        0                                        5                 -3.7825401453214456E+000                  5.4773305597896798E+000                 -5.0004302637093030E+000                  8.6240015967051207E+000                  9.3985534492482781E-001 
                                      10                                      454                  2.5958682111999997E-004                 -4.2873687855713758E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.2894050902963918E-004                  9.9996242585006589E-001                  2.2397256679962067E-002                  7.4660772504878143E-003                  1.7213450041929110E-003                  9.9996242585006589E-001                  2.2397256679962067E-002                  7.4660772504878143E-003                  1.7213450041929110E-003                 -2.1651234215334259E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651234215334259E+001                 -2.1651234215334259E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5731534281070116E+000                  3.8507942811046063E+000                  2.3017434452027770E+000                  7.3767072388952215E-001                  2.2218424921987792E-002                  8.6240021398236451E+000                 -5.0004298729110559E+000                  5.4773307091904799E+000                  6.2227017844238119E-001                  8.5000496627254207E-001                  1.2966429887659310E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860889E-003                  9.3805276451495428E-003                  3.4468833607861561E-003                  9.3805276451495428E-003                  5.5999999999999979E+000                  2.2397616189179916E+000                                        0                                        5                 -3.5857173598691521E+000                  5.4773307091904799E+000                 -5.0004298729110559E+000                  8.6240021398236451E+000                  9.3986703137811878E-001 
                                      12                                      454                  3.9580502241279986E-004                 -4.1290062934761265E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.1834936667018726E-004                  9.9996242585006589E-001                  2.2397238483395577E-002                  7.4660772504880398E-003                  1.7213451715123575E-003                  9.9996242585006589E-001                  2.2397238483395577E-002                  7.4660772504880398E-003                  1.7213451715123575E-003                 -2.1651230412016645E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651230412016645E+001                 -2.1651230412016645E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5730530620933547E+000                  3.8503973145552797E+000                  2.3017456939554277E+000                  7.3766622638422097E-001                  2.8616890833227208E-002                  8.6240029093403106E+000                 -5.0004293257791330E+000                  5.4773309263097403E+000                  6.2227017821499608E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860885E-003                  9.3805276451495428E-003                  3.4468833607861557E-003                  9.3805276451495428E-003                  5.5999999999999970E+000                  2.2397616189179907E+000                                        0                                        5                 -3.4025186992849381E+000                  5.4773309263097403E+000                 -5.0004293257791330E+000                  8.6240029093403106E+000                  9.3988816326169289E-001 
                                      14                                      454                  5.9195923227443176E-004                 -3.9706438013808771E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  4.0253140200717410E-004                  9.9996492097564849E-001                  2.2397213423115316E-002                  7.4660772504881474E-003                  1.7213453102617980E-003                  9.9996492097564849E-001                  2.2397213423115316E-002                  7.4660772504881474E-003                  1.7213453102617980E-003                 -2.1651224962087163E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651224962087163E+001                 -2.1651224962087163E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5729318535158399E+000                  3.8499207960579889E+000                  2.3017498518618105E+000                  7.3765791057145536E-001                  3.6690102289593206E-002                  8.6240039941691791E+000                 -5.0004285659113314E+000                  5.4773312418795692E+000                  6.2227017788102956E-001                  8.5000496627254207E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860880E-003                  9.3805276451495428E-003                  3.4468833607861553E-003                  9.3805276451495428E-003                  5.5999999999999979E+000                  2.2397616189179916E+000                                        0                                        5                 -3.2277082017363892E+000                  5.4773312418795692E+000                 -5.0004285659113314E+000                  8.6240039941691791E+000                  9.3992650550669299E-001 
                                      16                                      453                  8.7442129447518177E-004                 -3.8122813092856274E+000                  8.0000000000000000E+000                  3.4201595897352611E+001                 -9.8999999999999986E+001                  3.7891399168605135E-004                  9.9996492097564849E-001                  2.2397179261238083E-002                  7.4660772504883729E-003                  1.7213452959281728E-003                  9.9996492097564849E-001                  2.2397179261238083E-002                  7.4660772504883729E-003                  1.7213452959281728E-003                 -2.1651217153421747E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1651217153421747E+001                 -2.1651217153421747E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5727946591869908E+000                  3.8493869730684271E+000                  2.3017573290247282E+000                  7.3764295624561993E-001                  4.5192462071454054E-002                  8.6240055170809278E+000                 -5.0004275180980065E+000                  5.4773317005448234E+000                  6.2227017739005974E-001                  8.5000496627254207E-001                  1.2966429887659310E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860876E-003                  9.3805276451495428E-003                  3.4468833607861561E-003                  9.3805276451495445E-003                  5.5999999999999979E+000                  2.2397616189179907E+000                                        0                                        5                 -3.0582792747083327E+000                  5.4773317005448234E+000                 -5.0004275180980065E+000                  8.6240055170809278E+000                  9.3999453406774292E-001 
